1660.000000,0.198020,0.059406,0.168317,0.574257
2660.000000,0.239437,0.023474,0.230047,0.507042
3660.000000,0.251121,0.008969,0.264574,0.475336
4660.000000,0.220339,0.029661,0.288136,0.461864
5660.000000,0.209016,0.012295,0.323770,0.454918
6660.000000,0.209302,0.023256,0.337209,0.430233
7660.000000,0.208333,0.030303,0.318182,0.443182
8660.000000,0.207273,0.032727,0.309091,0.450909
9660.000000,0.212838,0.027027,0.300676,0.459459
10660.000000,0.200000,0.034921,0.282540,0.482540
11660.000000,0.173134,0.056716,0.256716,0.513433
12660.000000,0.172316,0.048023,0.237288,0.542373
13660.000000,0.171795,0.053846,0.220513,0.553846
14660.000000,0.163121,0.056738,0.191489,0.588652
15660.000000,0.177384,0.050998,0.172949,0.598670
16660.000000,0.193750,0.050000,0.162500,0.593750
17660.000000,0.196565,0.049618,0.145038,0.608779
18660.000000,0.191606,0.038321,0.144161,0.625912
19660.000000,0.173380,0.063047,0.131349,0.632224
20660.000000,0.170358,0.039182,0.134583,0.655877
21660.000000,0.174629,0.039539,0.128501,0.657331
22660.000000,0.187500,0.040064,0.125000,0.647436
23660.000000,0.183871,0.056452,0.116129,0.643548
24660.000000,0.179445,0.052202,0.115824,0.652529
25660.000000,0.159869,0.048940,0.123980,0.667210
26660.000000,0.173554,0.054545,0.123967,0.647934
27660.000000,0.167480,0.053659,0.128455,0.650406
28660.000000,0.173139,0.046926,0.114887,0.665049
29660.000000,0.162602,0.061789,0.117073,0.658537
30660.000000,0.166667,0.032680,0.119281,0.681373
31660.000000,0.161600,0.041600,0.112000,0.684800
32660.000000,0.147107,0.038017,0.119008,0.695868
33660.000000,0.169967,0.023102,0.115512,0.691419
34660.000000,0.148903,0.039185,0.105016,0.706897
35660.000000,0.141745,0.037383,0.101246,0.719626
36660.000000,0.128931,0.031447,0.108491,0.731132
37660.000000,0.116352,0.034591,0.111635,0.737421
38660.000000,0.137984,0.027907,0.106977,0.727132
39660.000000,0.132812,0.032812,0.103125,0.731250
40660.000000,0.120611,0.030534,0.100763,0.748092
41660.000000,0.120185,0.026194,0.098613,0.755008
42660.000000,0.124805,0.031201,0.101404,0.742590
43660.000000,0.121914,0.038580,0.094136,0.745370
44660.000000,0.116208,0.030581,0.100917,0.752294
45660.000000,0.117470,0.046687,0.091867,0.743976
46660.000000,0.111940,0.049254,0.092537,0.746269
47660.000000,0.115031,0.038344,0.104294,0.742331
48660.000000,0.114329,0.028963,0.099085,0.757622
49660.000000,0.118380,0.034268,0.093458,0.753894
50660.000000,0.116613,0.027157,0.095847,0.760383
51660.000000,0.115635,0.021173,0.099349,0.763844
52660.000000,0.113145,0.026622,0.094842,0.765391
53660.000000,0.116861,0.030050,0.091820,0.761269
54660.000000,0.115702,0.026446,0.092562,0.765289
55660.000000,0.112957,0.026578,0.096346,0.764120
56660.000000,0.112769,0.036484,0.089552,0.761194
57660.000000,0.109817,0.021631,0.093178,0.775374
58660.000000,0.111486,0.020270,0.089527,0.778716
59660.000000,0.103279,0.022951,0.088525,0.785246
60660.000000,0.107563,0.031933,0.089076,0.771429
61660.000000,0.104274,0.023932,0.090598,0.781197
62660.000000,0.115789,0.017544,0.087719,0.778947
63660.000000,0.103509,0.035088,0.080702,0.780702
64660.000000,0.101933,0.022847,0.098418,0.776801
65660.000000,0.101576,0.019264,0.094571,0.784588
66660.000000,0.086726,0.014159,0.090265,0.808850
67660.000000,0.089908,0.020183,0.084404,0.805505
68660.000000,0.086705,0.026975,0.082852,0.803468
69660.000000,0.084746,0.033898,0.086629,0.794727
70660.000000,0.089147,0.021318,0.091085,0.798450
71660.000000,0.078244,0.015267,0.089695,0.816794
