target_ratio,sim_time,eta_a,eta_b,eta_avg,i_controller_a,i_controller_b,e_delta_a,e_delta_b
1.005,100.0,0.006006,-0.009174,-0.001584,0.152073,-0.172781,2,-3
1.005,200.0,0.006240,-0.014837,-0.004298,0.242607,-0.008875,1,-2
1.005,300.0,0.018547,-0.009160,0.004693,0.117161,0.004313,4,1
1.005,400.0,0.014903,-0.003039,0.005932,-0.099998,-0.142116,0,0
1.005,500.0,0.011834,-0.012232,-0.000199,-0.083432,-0.157681,-1,-3
1.005,600.0,0.012327,-0.018462,-0.003067,-0.120120,0.055096,0,-2
1.005,700.0,0.006211,-0.003077,0.001567,0.005918,0.042778,-2,2
1.005,800.0,0.005961,-0.015221,-0.004630,0.087577,0.080911,0,0
1.005,900.0,0.012084,-0.012085,-0.000000,0.080415,0.065999,2,0
1.005,1000.0,0.015408,-0.009217,0.003096,0.073372,0.074118,1,1
1.005,1100.0,0.012327,-0.002994,0.004666,-0.040238,0.010872,1,2
1.005,1200.0,0.006319,-0.006051,0.000134,-0.074537,-0.055283,-2,0
1.005,1300.0,0.005926,-0.014925,-0.004500,0.042666,-0.064777,-2,-4
1.005,1400.0,0.003067,-0.011940,-0.004436,0.106284,0.062568,0,0
1.005,1500.0,0.006126,-0.012232,-0.003053,0.170173,0.103336,1,2
1.005,1600.0,0.012365,-0.011887,0.000239,0.130528,0.066802,3,1
1.005,1700.0,0.009524,-0.009434,0.000045,0.096772,-0.002537,0,1
